place-IV,lng-IV,lat-IV,lng-OSM,lat-OSM,uuid,uri,place,county,"distance (km)","longitude negated"
AMPTHILL,-0.43,52.06,-0.4955122,52.0282071,IV1680-008-46,http://www.openstreetmap.org/node/27457675,Ampthill,Bedfordshire,0.24,,100
Ampton,0.8,52.33,0.7357204,52.3078809,IV1680-008-49,http://www.openstreetmap.org/node/1618676214,Ampton,Suffolk,3.23,,100
Amsworth,-2.23,53.66,-2.3560596,53.58619,IV1680-008-53,http://www.openstreetmap.org/node/30686988,Ainsworth,Lancashire,2.47,,82.35
Amwick,-0.21,53.1,-0.3391277,53.0401246,IV1680-008-57,http://www.openstreetmap.org/node/243514913,Anwick,Lincolnshire,0.74,,83.33
Ancaster,-0.45,53.01,-0.5345307,52.9857374,IV1680-008-59,http://www.openstreetmap.org/node/68329606,Ancaster,Lincolnshire,3.17,,100
Anderby,0.36,53.35,0.2873984,53.2549873,IV1680-009-05,http://www.openstreetmap.org/node/2326736664,Anderby,Lincolnshire,1.37,,100
Anderston,-2.16,50.85,-2.172043,50.7769973,IV1680-009-09,http://www.openstreetmap.org/node/616769007,Anderson,Dorset,2.11,,94.12
Anderton,-2.31,53.4,-2.530332,53.2742336,IV1680-009-10,http://www.openstreetmap.org/node/169551074,Anderton,Cheshire,5.52,,100
Anderton,-2.51,53.73,-2.7383423,53.6212521,IV1680-009-11,http://www.openstreetmap.org/node/6997188259,"Andertons Mill",Lancashire,1.15,,72.73
ANDOVER,-1.4,51.23,-1.479355,51.2078275,IV1680-009-13,http://www.openstreetmap.org/node/26013883,Andover,Hampshire,0.01,,100
Anfield,-1.4,51.05,-1.4298101,51.0073103,IV1680-009-18,http://www.openstreetmap.org/node/20964856,Ampfield,Hampshire,1.19,,80
Angton,-0.61,50.83,-0.6103958,50.7971124,IV1680-009-28,http://www.openstreetmap.org/node/253378986,Ancton,Sussex,4.7,,83.33
Anstey,0.08,52,0.0428101,51.9751909,IV1680-009-41,http://www.openstreetmap.org/node/29359274,Anstey,Hertfordshire,1.45,,100
Anstey,-1.06,52.73,-1.1893416,52.6745715,IV1680-009-42,http://www.openstreetmap.org/node/10460853,Anstey,Leicestershire,0.98,,100
Anstey,-1.31,52.55,-1.4192537,52.445493,IV1680-009-43,http://www.openstreetmap.org/node/298290754,Ansty,Warwickshire,0.08,,90.91
Anstey,-0.9,51.18,-0.959406,51.1583648,IV1680-009-44,http://www.openstreetmap.org/node/2972033163,Anstey,Hampshire,1.87,,100
Anstey,-0.13,51.03,-0.1613706,50.9946092,IV1680-009-45,http://www.openstreetmap.org/node/29543431,Ansty,Sussex,0.68,,90.91
Ansty,-2.05,51.11,-2.0629594,51.037159,IV1680-009-46,http://www.openstreetmap.org/node/436174219,Ansty,Wiltshire,1.57,,100
Antingham,1.31,52.93,1.3479335,52.85098,IV1680-009-57,http://www.openstreetmap.org/node/1915396048,Antingham,Norfolk,4.38,,100
Antrobus,-2.4,53.38,-2.5363789,53.3128256,IV1680-009-58,http://www.openstreetmap.org/node/95070484,Antrobus,Cheshire,7.32,,100
Aperley,-1.43,54.96,-1.9166714,54.9204475,IV1680-010-02,http://www.openstreetmap.org/node/29270233,"Apperley Dene",Northumberland,3.35,,70
Apethorp,-0.41,52.58,-0.4918954,52.5499403,IV1680-010-06,http://www.openstreetmap.org/node/4406158212,Apethorpe,Northamptonshire,2.53,,94.12
Apley,-0.21,53.28,-0.3395759,53.261306,IV1680-010-11,http://www.openstreetmap.org/node/243463252,Apley,Lincolnshire,1.58,,100
Apley,-2.43,52.75,-2.5018647,52.715085,IV1680-010-13,http://www.openstreetmap.org/node/480427843,Apley,Shropshire,0.69,,100
Appleby,-0.38,53.7,-0.5631518,53.6216268,IV1680-010-17,http://www.openstreetmap.org/node/243382878,Appleby,Lincolnshire,2.96,,100
Appledon,-4.25,51.15,-4.1925211,51.0539772,IV1680-010-24,http://www.openstreetmap.org/node/40946188,Appledore,Devon,5.71,,82.35
APPLEDORE,0.76,51,0.785215,51.0409298,IV1680-010-25,http://www.openstreetmap.org/node/29414264,"Appledore Heath",Kent,0.87,,75
Appleford,-1.13,51.65,-1.2400298,51.6391211,IV1680-010-27,http://www.openstreetmap.org/node/337829280,Appleford,Berkshire,3.25,,100
Appleshaw,-1.46,51.28,-1.5639032,51.2370577,IV1680-010-30,http://www.openstreetmap.org/node/1788303067,Appleshaw,Hampshire,0.66,,100
Appleton,-1.25,51.71,-1.3627799,51.7098231,IV1680-010-32,http://www.openstreetmap.org/node/274804321,Appleton,Berkshire,4.32,,100
Appleton,-2.56,53.48,-2.7314973,53.3722049,IV1680-010-34,http://www.openstreetmap.org/node/30578529,Appleton,Lancashire,0.82,,100
Appleton,-1.1,54.45,-1.3996073,54.4360729,IV1680-010-37,http://www.openstreetmap.org/node/54903896,"Appleton Wiske","Yorkshire North Riding",3.07,,72.73
Appletrewick,-1.63,54.11,-1.9201632,54.0364783,IV1680-010-43,http://www.openstreetmap.org/node/27366436,Appletreewick,"Yorkshire West Riding",1.44,,96
Arberfield,-0.85,51.43,-0.9054306,51.3963375,IV1680-010-48,http://www.openstreetmap.org/node/428173203,Arborfield,Berkshire,1.73,,90
Ardington,-1.26,51.63,-1.3739461,51.6038322,IV1680-011-01,http://www.openstreetmap.org/node/432547621,"Ardington Wick",Berkshire,0.96,,78.26
Ardingworth,-0.8,52.48,-0.8931271,52.4262173,IV1680-011-02,http://www.openstreetmap.org/node/29673189,Arthingworth,Northamptonshire,2.43,,86.96
Ardley,-1.15,51.96,-1.2117153,51.9428336,IV1680-011-04,http://www.openstreetmap.org/node/31415846,Ardley,Oxfordshire,1.2,,100
Ardwick,-2.01,53.53,-2.2160104,53.4676745,IV1680-011-05,http://www.openstreetmap.org/node/5982118969,Ardwick,Lancashire,1.92,,100
Areley,-2.31,53.4,-2.4957233,53.323975,IV1680-011-07,http://www.openstreetmap.org/node/243618970,Arley,Cheshire,1.15,,90.91
Aren,-2.08,50.76,-2.0387149,50.6925222,IV1680-011-11,http://www.openstreetmap.org/node/1564970272,Arne,Dorset,0.21,,75
Argholme,-2.4,54.23,-2.6395977,54.1425306,IV1680-011-12,http://www.openstreetmap.org/node/31340866,Arkholme,Lancashire,3.12,,87.5
Arkendale,-1.11,54.08,-1.4075448,54.0433635,IV1680-011-14,http://www.openstreetmap.org/node/29543670,Arkendale,"Yorkshire West Riding",6.26,,100
Arkesden,0.16,52,0.1578435,51.9884384,IV1680-011-15,http://www.openstreetmap.org/node/27327464,Arkesden,Essex,0.85,,100
Arksey,-0.91,53.6,-1.1269537,53.5567502,IV1680-011-17,http://www.openstreetmap.org/node/29629743,Arksey,"Yorkshire West Riding",2.35,,100
Arkston,-2.76,52.03,-2.8229247,52.022342,IV1680-011-18,http://www.openstreetmap.org/node/603954627,Arkstone,Herefordshire,1.38,,93.33
Arladon,-3.2,54.71,-3.4724948,54.5596464,IV1680-011-19,http://www.openstreetmap.org/node/29459263,Arlecdon,Cumberland,0.7,,80
Arlescote,-1.33,52.18,-1.4318712,52.1350219,IV1680-011-20,http://www.openstreetmap.org/node/755815507,Arlescote,Warwickshire,0.67,,100
Arlesey,-0.25,52.05,-0.2617753,52.0076781,IV1680-011-21,http://www.openstreetmap.org/node/16890040,Arlesey,Bedfordshire,1.98,,100
Arleston,-1.4,52.95,-1.4983843,52.8670096,IV1680-011-22,http://www.openstreetmap.org/node/597507279,Arleston,Derbyshire,2.95,,100
Arlington,0.15,50.83,0.191918,50.8458768,IV1680-011-26,http://www.openstreetmap.org/node/2242718720,Arlington,Sussex,0.54,,100
Arlscot,-2.8,52.71,-2.8352396,52.667761,IV1680-011-28,http://www.openstreetmap.org/node/791362208,Arscott,Shropshire,5.29,,85.71
Armanthwate,-2.31,54.91,-2.7699517,54.8073519,IV1680-011-30,http://www.openstreetmap.org/node/20971091,Armathwaite,Cumberland,2.95,,90.91
Armethorp,-0.83,53.6,-1.0598953,53.5395185,IV1680-011-36,http://www.openstreetmap.org/node/29629741,Armthorpe,"Yorkshire West Riding",2.55,,88.89
Armingale,1.35,52.71,1.3237818,52.5897338,IV1680-011-37,http://www.openstreetmap.org/node/600430232,Arminghall,Norfolk,0.88,,84.21
Armitage,-1.86,52.8,-1.8888333,52.7426617,IV1680-011-43,http://www.openstreetmap.org/node/1531006471,Armitage,Staffordshire,2.26,,100
Armley,-1.3,53.86,-1.5883874,53.7976907,IV1680-011-44,http://www.openstreetmap.org/node/250679545,Armley,"Yorkshire West Riding",1.71,,100
Arncliff,-1.83,54.2,-2.1068545,54.143016,IV1680-011-48,http://www.openstreetmap.org/node/27362788,Arncliffe,"Yorkshire West Riding",3.31,,94.12
Arnesby,-0.95,52.58,-1.0929077,52.5252887,IV1680-011-51,http://www.openstreetmap.org/node/27041519,Arnesby,Leicestershire,0.3,,100
Arnold,-0.98,53.06,-1.1255532,53.0052605,IV1680-011-55,http://www.openstreetmap.org/node/27008717,Arnold,Nottinghamshire,0.97,,100
Arrington,-0.08,52.15,-0.062922,52.1349573,IV1680-011-60,http://www.openstreetmap.org/node/25720276,Arrington,Cambridgeshire,0.84,,100
Arrow,-1.66,52.25,-1.8843061,52.2073899,IV1680-012-02,http://www.openstreetmap.org/node/809314329,Arrow,Warwickshire,1.91,,100
Arthington,-1.31,53.95,-1.5914638,53.8971657,IV1680-012-04,http://www.openstreetmap.org/node/21436398,Arthington,"Yorkshire West Riding",3.3,,100
ARUNDEL,-0.53,50.9,-0.5534493,50.8540609,IV1680-012-13,http://www.openstreetmap.org/node/294132646,Arundel,Sussex,0.55,,100
Askarth,-1.7,54.35,-1.9961053,54.2918424,IV1680-012-27,http://www.openstreetmap.org/node/23202436,Aysgarth,"Yorkshire North Riding",0.54,,80
Asgarby,-0.23,53.03,-0.3360236,52.9927015,IV1680-012-37,http://www.openstreetmap.org/node/243514912,Asgarby,Lincolnshire,3.35,,100
Ash,-1.13,51.28,-1.235914,51.2460431,IV1680-012-45,http://www.openstreetmap.org/node/443296549,Ashe,Hampshire,0.44,,85.71
Ash,1.23,51.28,1.2803063,51.2809857,IV1680-012-47,http://www.openstreetmap.org/node/28156442,Ash,Kent,2.98,,100
Ash,-2.76,51.01,-2.7501406,50.9827424,IV1680-012-49,http://www.openstreetmap.org/node/583357961,Ash,Somerset,1.64,,100
Ash,-0.58,51.3,-0.7210782,51.2494737,IV1680-012-52,http://www.openstreetmap.org/node/1688818577,Ash,Surrey,1.03,,100
Ashamsted,-1.05,51.51,-1.1865168,51.4876934,IV1680-012-54,http://www.openstreetmap.org/node/340215163,Ashampstead,Berkshire,2.8,,90
Ashbrittle,-3.48,51,-3.3506266,50.9845602,IV1680-012-57,http://www.openstreetmap.org/node/296164598,Ashbrittle,Somerset,2.06,,100
Ashburnham,0.33,50.88,0.3914751,50.9085968,IV1680-012-58,http://www.openstreetmap.org/node/455631027,Ashburnham,Sussex,1.23,,100
Ashbury,-1.51,51.58,-1.6215793,51.5650275,IV1680-013-02,http://www.openstreetmap.org/node/27460715,Ashbury,Berkshire,0.2,,100
Ashbury,-4.2,50.86,-4.1186863,50.7617275,IV1680-013-04,http://www.openstreetmap.org/node/330087047,Ashbury,Devon,4.88,,100
Ashby,-0.46,53.63,-0.6544905,53.5642206,IV1680-013-10,http://www.openstreetmap.org/node/243382964,Ashby,Lincolnshire,1.15,,100
Ashby,1.58,52.81,1.5754471,52.6836683,IV1680-013-12,http://www.openstreetmap.org/node/623384104,Ashby,Norfolk,1.54,,100
"Ash Church",-1.95,52,-2.1068884,51.9986019,IV1680-013-29,http://www.openstreetmap.org/node/342387747,Ashchurch,Gloucestershire,4.2,,94.74
Ashden,0.5,52.11,0.5478704,52.051199,IV1680-013-32,http://www.openstreetmap.org/node/313715537,Ashen,Essex,1.12,,90.91
Ashden,0.28,52.08,0.3134854,52.0567493,IV1680-013-33,http://www.openstreetmap.org/node/259191368,Ashdon,Essex,3.2,,83.33
"Ashe Bocking",1.16,52.26,1.192063,52.1463694,IV1680-013-36,http://www.openstreetmap.org/node/288290164,Ashbocking,Suffolk,4.44,,90.91
Ashenden,-0.9,51.83,-0.9769378,51.8228241,IV1680-013-40,http://www.openstreetmap.org/node/20459789,Ashendon,Buckinghamshire,2.9,,87.5
Asherst,0.15,51.16,0.1586259,51.1302273,IV1680-013-43,http://www.openstreetmap.org/node/1099639545,Ashurst,Kent,1.48,,85.71
Ashfield,0.96,52.31,0.9259988,52.2702289,IV1680-013-45,http://www.openstreetmap.org/node/288254090,"Great Ashfield",Suffolk,2.56,,72.73
Ashford,-3.43,50.95,-3.3565813,50.9281077,IV1680-013-49,http://www.openstreetmap.org/node/1437637924,Ayshford,Devon,1.7,,93.33
ASHFORD,0.8,51.13,0.8722566,51.148555,IV1680-013-50,http://www.openstreetmap.org/node/26728382,Ashford,Kent,1.07,,100
Ashford,-0.33,51.48,-0.4619837,51.4330238,IV1680-013-51,http://www.openstreetmap.org/node/158758387,Ashford,Middlesex,0.22,,100
Ash-Hurst,-0.28,51,-0.322678,50.9324888,IV1680-013-56,http://www.openstreetmap.org/node/29543343,Ashurst,Sussex,1.43,,87.5
Ashill,0.81,52.63,0.7879246,52.6057274,IV1680-013-58,http://www.openstreetmap.org/node/31139129,Ashill,Norfolk,3.03,,100
Ashill,-3.08,51,-2.9665147,50.9519494,IV1680-013-59,http://www.openstreetmap.org/node/143924529,Ashill,Somerset,0.88,,100
Ashingdon,0.76,51.65,0.687134,51.6145999,IV1680-013-60,http://www.openstreetmap.org/node/29670488,Ashingdon,Essex,1.15,,100
Ashington,-2.65,51.03,-2.6264738,50.9896732,IV1680-014-01,http://www.openstreetmap.org/node/700818934,Ashington,Somerset,1.07,,100
Ashley,0.5,52.23,0.4853366,52.2274533,IV1680-014-02,http://www.openstreetmap.org/node/29277001,Ashley,Cambridgeshire,2.34,,100
Ashley,-2.16,53.46,-2.3394158,53.3547211,IV1680-014-03,http://www.openstreetmap.org/node/24985512,Ashley,Cheshire,0.78,,100
Ashley,-1.41,51.1,-1.4556078,51.0787227,IV1680-014-04,http://www.openstreetmap.org/node/1275869434,Ashley,Hampshire,2.62,,100
Ashley,-0.71,52.56,-0.8299172,52.5096854,IV1680-014-06,http://www.openstreetmap.org/node/360835341,Ashley,Northamptonshire,2.96,,100
Ashley,-2.06,51.66,-2.0992334,51.6525963,IV1680-014-09,http://www.openstreetmap.org/node/259073447,Ashley,Wiltshire,1.89,,100
Ashlington,-1.91,51.36,-1.9035335,51.3657862,IV1680-014-15,http://www.openstreetmap.org/node/299519728,Allington,Wiltshire,1.71,,84.21
Ashmansworth,-1.33,51.38,-1.4048741,51.3153657,IV1680-014-19,http://www.openstreetmap.org/node/2390192201,Ashmansworth,Hampshire,3.3,,100
Ashmore,-2.08,51.01,-2.1240391,50.9601828,IV1680-014-20,http://www.openstreetmap.org/node/438156930,Ashmore,Dorset,0.53,,100
Asholt,-3.21,51.15,-3.1529955,51.1140354,IV1680-014-22,http://www.openstreetmap.org/node/2780617892,Aisholt,Somerset,0.68,,92.31
Ashorn,-1.36,52.3,-1.5544472,52.2165859,IV1680-014-23,http://www.openstreetmap.org/node/693084884,Ashorne,Warwickshire,0.73,,92.31
Ashover,-1.36,53.21,-1.4794232,53.1639462,IV1680-014-24,http://www.openstreetmap.org/node/29389167,Ashover,Derbyshire,0.3,,100
Ashow,-1.4,52.41,-1.5455962,52.3305523,IV1680-014-25,http://www.openstreetmap.org/node/771219593,Ashow,Warwickshire,1.33,,100
Ashprington,-3.8,50.45,-3.6651825,50.4011422,IV1680-014-28,http://www.openstreetmap.org/node/29486602,Ashprington,Devon,6.63,,100
Ashted,-0.21,51.36,-0.3071682,51.3055227,IV1680-014-34,http://www.openstreetmap.org/node/297957507,Ashtead,Surrey,0.15,,92.31
Ashton,-2.68,52.31,-2.7113477,52.2754574,IV1680-014-41,http://www.openstreetmap.org/node/3174931437,Ashton,Herefordshire,2.11,,100
Ashton,-0.83,52.18,-0.8833951,52.1418303,IV1680-014-45,http://www.openstreetmap.org/node/294183340,Ashton,Northamptonshire,1.88,,100
Ashton,-0.25,52.56,-0.3746865,52.637872,IV1680-014-46,http://www.openstreetmap.org/node/3034500921,Ashton,Northamptonshire,6.23,,100
Ashton,-0.4,52.46,-0.4449398,52.482727,IV1680-014-47,http://www.openstreetmap.org/node/107984032,Ashton,Northamptonshire,2.1,,100
Ashton,-2.66,52.91,-2.6995656,52.8531774,IV1680-014-48,http://www.openstreetmap.org/node/337820108,Aston,Shropshire,0.72,,90.91
Ashwater,-4.35,50.86,-4.290339,50.7353413,IV1680-015-05,http://www.openstreetmap.org/node/358995421,Ashwater,Devon,5.32,,100
Ashwell,-0.13,52.03,-0.1550213,52.0402221,IV1680-015-06,http://www.openstreetmap.org/node/40004494,Ashwell,Hertfordshire,3.73,,100
Ashwell,-1.03,52.13,-1.0931291,52.0881458,IV1680-015-07,http://www.openstreetmap.org/node/334043649,Astwell,Northamptonshire,2.12,,85.71
Ashwell,-0.68,52.75,-0.7183236,52.7136688,IV1680-015-08,http://www.openstreetmap.org/node/253254397,Ashwell,Rutland,6.29,,100
Ashwick,-2.6,51.25,-2.5208257,51.2334253,IV1680-015-10,http://www.openstreetmap.org/node/440824855,Ashwick,Somerset,0.53,,100
Askerwell,-2.78,50.81,-2.6681789,50.7321856,IV1680-015-15,http://www.openstreetmap.org/node/1599712132,Askerswell,Dorset,0.43,,94.74
Askew,-1.3,54.33,-1.5815589,54.2933578,IV1680-015-16,http://www.openstreetmap.org/node/29541813,Aiskew,"Yorkshire North Riding",1.13,,90.91
Askham,-0.73,53.33,-0.8918961,53.2662653,IV1680-015-17,http://www.openstreetmap.org/node/82507829,Askham,Nottinghamshire,2.81,,100
Askham,-2.36,54.71,-2.7560341,54.6059111,IV1680-015-18,http://www.openstreetmap.org/node/29369297,Askham,Westmorland,1.13,,100
ASKRIG,-1.78,54.38,-2.0811403,54.3149081,IV1680-015-23,http://www.openstreetmap.org/node/243352182,Askrigg,"Yorkshire North Riding",0.73,,92.31
Askwith,-1.4,53.98,-1.7426203,53.9304395,IV1680-015-24,http://www.openstreetmap.org/node/27767549,Askwith,"Yorkshire West Riding",2.39,,100
Assaby,-0.58,54.3,-0.8088454,54.2612899,IV1680-015-26,http://www.openstreetmap.org/node/2421712085,Aislaby,"Yorkshire North Riding",3.68,,76.92
Aslaby,-0.38,54.48,-0.6746677,54.4661781,IV1680-015-27,http://www.openstreetmap.org/node/27637112,Aislaby,"Yorkshire North Riding",1.41,,92.31
Aslackby,-0.28,52.9,-0.3907678,52.8599151,IV1680-015-28,http://www.openstreetmap.org/node/82536372,Aslackby,Lincolnshire,1.92,,100
Aspall,1.2,52.35,1.1736706,52.238676,IV1680-015-29,http://www.openstreetmap.org/node/1965996906,Aspall,Suffolk,0.5,,100
Aspatrick,-2.96,54.88,-3.3270981,54.7626578,IV1680-015-30,http://www.openstreetmap.org/node/29283006,Aspatria,Cumberland,0.69,,82.35
Alpenden,-0.01,51.96,-0.026023,51.9357573,IV1680-015-31,http://www.openstreetmap.org/node/29360140,Aspenden,Hertfordshire,1.63,,87.5
Asperton,-2.46,52.08,-2.5209943,52.0717532,IV1680-015-33,http://www.openstreetmap.org/node/29753437,Ashperton,Herefordshire,2.17,,94.12
Aslelby,-0.68,53.81,-0.9142299,53.7439387,IV1680-015-39,http://www.openstreetmap.org/node/102832659,Asselby,"Yorkshire East Riding",0.62,,85.71
Assington,0.81,52.08,0.8179966,52.0087937,IV1680-015-44,http://www.openstreetmap.org/node/289291894,Assington,Suffolk,1.37,,100
Assington,-0.33,51,-0.3895218,50.9356024,IV1680-015-45,http://www.openstreetmap.org/node/29543229,Ashington,Sussex,1.67,,88.89
Astackton,-0.78,53,-0.8977088,52.9525265,IV1680-015-46,http://www.openstreetmap.org/node/252816123,Aslockton,Nottinghamshire,3.53,,77.78
Asterby,-0.01,53.33,-0.1032454,53.2973614,IV1680-015-48,http://www.openstreetmap.org/node/31507698,Asterby,Lincolnshire,1.75,,100
Asterley,-2.88,52.7,-2.9269649,52.6564926,IV1680-015-49,http://www.openstreetmap.org/node/264565012,Asterley,Shropshire,7.53,,100
Asthorp,-0.45,53.35,-0.5795434,53.31097,IV1680-015-50,http://www.openstreetmap.org/node/243488392,Aisthorpe,Lincolnshire,6.94,,87.5
Astley,-2.28,53.58,-2.4496899,53.5009963,IV1680-015-52,http://www.openstreetmap.org/node/30416821,Astley,Lancashire,4.36,,100
Astley,-2.65,52.8,-2.6989642,52.7655942,IV1680-015-54,http://www.openstreetmap.org/node/548753116,Astley,Shropshire,2.6,,100
Astley,-2.2,52.35,-2.3041595,52.3121631,IV1680-015-57,http://www.openstreetmap.org/node/686812124,"Astley Town",Worcestershire,2.38,,70.59
Aston,-1.55,53.43,-1.7233884,53.35235,IV1680-016-03,http://www.openstreetmap.org/node/248810356,Aston,Derbyshire,0.51,,100
Aston,-0.1,51.91,-0.1504495,51.888048,IV1680-016-06,http://www.openstreetmap.org/node/23777883,Aston,Hertfordshire,2.11,,100
Aston,-1.43,51.73,-1.5079605,51.7248875,IV1680-016-09,http://www.openstreetmap.org/node/26127809,Aston,Oxfordshire,3.18,,100
Aston,-2.3,53.05,-2.3684386,52.9677167,IV1680-016-16,http://www.openstreetmap.org/node/599656534,Aston,Staffordshire,2.08,,100
Aston,-1.48,50.73,-1.5083051,50.6737348,IV1680-016-17,http://www.openstreetmap.org/node/2385853447,Afton,Hampshire,2.14,,80
Astwick,-0.23,52.05,-0.2286443,52.031479,IV1680-016-47,http://www.openstreetmap.org/node/31455368,Astwick,Bedfordshire,0.35,,100
Astwood,-0.61,52.18,-0.6111638,52.1154357,IV1680-016-48,http://www.openstreetmap.org/node/323323247,Astwood,Buckinghamshire,3.18,,100
Aswardby,-0.3,53.01,-0.4144227,52.945766,IV1680-016-49,http://www.openstreetmap.org/node/244180913,Aswarby,Lincolnshire,3,,93.33
Aswardby,0.16,53.28,0.0603661,53.2114818,IV1680-016-50,http://www.openstreetmap.org/node/31509021,Aswardby,Lincolnshire,0.05,,100
Atforton,-2.88,52.35,-2.8802727,52.3345051,IV1680-016-53,http://www.openstreetmap.org/node/54006998,Adforton,Herefordshire,1.72,,87.5
Athel-Hampston,-2.36,50.8,-2.3266853,50.746402,IV1680-016-55,http://www.openstreetmap.org/node/1564919461,Athelhampton,Dorset,0.25,,92.31
"Ather Field",-1.35,50.6,-1.3488138,50.6192966,IV1680-016-56,http://www.openstreetmap.org/node/1321928957,"Little Atherfield",Hampshire,4.27,,71.43
Atherington,-4.05,51.06,-4.0089633,50.9898797,IV1680-016-57,http://www.openstreetmap.org/node/1973892761,Atherington,Devon,6.94,,100
Atherley,-2.43,53,-2.5020956,52.955164,IV1680-016-58,http://www.openstreetmap.org/node/1423919167,Adderley,Shropshire,1.54,,75
ATHERSTON,-1.46,52.65,-1.5433954,52.5772439,IV1680-016-60,http://www.openstreetmap.org/node/10582517,Atherstone,Warwickshire,0.78,,94.74
Atherton,-2.31,53.6,-2.4905799,53.5249679,IV1680-017-01,http://www.openstreetmap.org/node/27329913,Atherton,Lancashire,0.21,,100
Atlow,-1.51,53.11,-1.6566314,53.0369612,IV1680-017-04,http://www.openstreetmap.org/node/259663906,Atlow,Derbyshire,0.62,,100
Atter-Cliff,-1.18,53.41,-1.4360793,53.391726,IV1680-017-06,http://www.openstreetmap.org/node/247430281,Attercliffe,"Yorkshire West Riding",6.42,,90.91
ATTLEBOROUGH,1.08,52.58,1.0105931,52.5179648,IV1680-017-09,http://www.openstreetmap.org/node/21519182,Attleborough,Norfolk,1.15,,100
Atwick,0,54,-0.1897957,53.9413281,IV1680-017-14,http://www.openstreetmap.org/node/56107213,Atwick,"Yorkshire East Riding",0.38,,100
Auburn,-0.48,53.2,-0.6179633,53.1535602,IV1680-017-16,http://www.openstreetmap.org/node/82515508,Aubourn,Lincolnshire,4.24,,92.31
