"match (certainty/distance)",lng-IV,lng-CAMPOP,lat-IV,lat-CAMPOP
"CANTON -> CANTON, GLAMORGANSHIRE (100 / 6.4mi)",51.56,-3.28,51.4818099704257,-3.20195437604265
"CARDIFF -> CARDIFF, GLAMORGANSHIRE (100 / 6.9mi)",51.56,-3.25,51.4654441286864,-3.20178981189511
"CARDIGAN -> CARDIGAN, CARDIGANSHIRE (100 / 9.4mi)",52.2,-4.55,52.0823329170156,-4.66123683108255
"CARDINGTON -> CARDINGTON, BEDFORDSHIRE (100 / 2.9mi)",52.16,-0.4,52.1187367106585,-0.414593713146228
"CARLTON -> CARLTON, CAMBRIDGESHIRE (100 / 2.6mi)",52.18,0.36,52.1505937144708,0.398380851435476
"CARLTON -> CARLTON, NOTTINGHAMSHIRE (100 / 8.1mi)",53.01,-0.91,52.9658075651421,-1.09039908699247
"CARLTON -> CARLTON, YORKSHIRE WEST RIDING (100 / 10.3mi)",53.78,-0.8,53.7088814964139,-1.02094951371647
"CARMARTHEN -> CARMARTHEN, CARMARTHENSHIRE (100 / 7.8mi)",51.95,-4.21,51.8564558564667,-4.31042634840817
"CARSHALTON -> CARSHALTON, SURREY (100 / 5mi)",51.43,-0.11,51.3648734889871,-0.162966862526775
"CASTLE ACRE -> CASTLE ACRE, NORFOLK (100 / 3.4mi)",52.75,0.71,52.702427952182,0.686280286735715
"CASTLE CAMPS -> CASTLE CAMPS, CAMBRIDGESHIRE (100 / 3.1mi)",52.1,0.35,52.0574061447318,0.369752468792786
"CASTLETON -> CASTLETON, DERBYSHIRE (100 / 9.5mi)",53.43,-1.6,53.3419108646468,-1.77548075675323
"CASTON -> CASTON, NORFOLK (100 / 1.9mi)",52.55,0.93,52.5406963408962,0.886886370270339
"CATERHAM -> CATERHAM, SURREY (100 / 2.5mi)",51.31,-0.05,51.2820572467488,-0.085969966202831
"CATTERICK -> CATTERICK, YORKSHIRE NORTH RIDING (100 / 10.8mi)",54.43,-1.38,54.3767440584592,-1.63185434615917
"CATTON -> CATTON, NORFOLK (100 / 8.1mi)",52.78,1.31,52.6627397102774,1.29710384130369
"CAVENHAM -> CAVENHAM, SUFFOLK (100 / 1.1mi)",52.31,0.6,52.2969694191303,0.584761300847714
"CAVERSHAM -> CAVERSHAM, OXFORDSHIRE (100 / 5.9mi)",51.51,-0.86,51.4686118252017,-0.980835883390853
"CAWOOD -> CAWOOD, YORKSHIRE WEST RIDING (100 / 70.6mi)",53.9,-2.86,53.8328356737543,-1.13001570777924
"CAXTON -> CAXTON, CAMBRIDGESHIRE (100 / 1.5mi)",52.21,-0.13,52.2080264215368,-0.093636597436431
"CHALLOCK -> CHALLOCK, KENT (100 / 3.1mi)",51.2,0.81,51.2192425799993,0.873917517672852
"CHARD -> CHARD, SOMERSET (100 / 6.4mi)",50.93,-3.08,50.8727621800208,-2.96488280768695
"CHARING -> CHARING, KENT (100 / 3mi)",51.2,0.73,51.2105609871461,0.796212463324643
"CHARLTON -> CHARLTON, KENT (100 / 3.4mi)",51.51,0.1,51.4817882598811,0.035769623379917
"CHARLTON MACKRELL -> CHARLTON MACKRELL, SOMERSET (100 / 2.4mi)",51.08,-2.71,51.0524501461385,-2.67448012572535
"CHARLWOOD -> CHARLWOOD, SURREY (100 / 2.1mi)",51.18,-0.2,51.1558111727303,-0.227538189385619
"CHATHAM -> CHATHAM, KENT (100 / 1.7mi)",51.4,0.5,51.3813617692561,0.527354546932022
"CHATTERIS -> CHATTERIS, CAMBRIDGESHIRE (100 / 3.8mi)",52.4,0.05,52.4544199786458,0.050043098575087
"CHEADLE -> CHEADLE, CHESHIRE (100 / 9.1mi)",53.48,-2.05,53.3941973899256,-2.21747353882528
"CHEAM -> CHEAM, SURREY (100 / 6.1mi)",51.43,-0.13,51.3607247985557,-0.216308604652094
"CHEDDINGTON -> CHEDDINGTON, BUCKINGHAMSHIRE (100 / 3.2mi)",51.88,-0.6,51.8530548192029,-0.662430492334858
"CHELLINGTON -> CHELLINGTON, BEDFORDSHIRE (100 / 2.8mi)",52.23,-0.58,52.192341120858,-0.60168918699123
"CHELSFIELD -> CHELSFIELD, KENT (100 / 2.5mi)",51.36,0.18,51.3558314371058,0.123583763328674
"CHELTENHAM -> CHELTENHAM, GLOUCESTERSHIRE (100 / 5.6mi)",51.88,-1.95,51.9013944612536,-2.07642515330951
"CHEPSTOW -> CHEPSTOW, MONMOUTHSHIRE (100 / 4.2mi)",51.7,-2.7,51.6416780047866,-2.67554611735233
"CHERITON -> CHERITON, HAMPSHIRE (100 / 4.5mi)",51.1,-1.1,51.0527559243975,-1.171075543352
"CHESHUNT -> CHESHUNT, HERTFORDSHIRE (100 / 3.4mi)",51.73,0.03,51.7018179936323,-0.034182537211228
"CHESTERFIELD -> CHESTERFIELD, DERBYSHIRE (100 / 7.6mi)",53.28,-1.26,53.2354348306958,-1.4289574135993
"CHESTERTON -> CHESTERTON, CAMBRIDGESHIRE (100 / 2mi)",52.23,0.1,52.2154239019119,0.139733284130828
"CHEVENING -> CHEVENING, KENT (100 / 2.9mi)",51.33,0.18,51.2989076443716,0.134728282613388
"CHEWTON MENDIP -> CHEWTON MENDIP, SOMERSET (100 / 3.3mi)",51.26,-2.65,51.2759181330771,-2.57805273740621
"CHIDDINGFOLD -> CHIDDINGFOLD, SURREY (100 / 2.6mi)",51.13,-0.58,51.1098099924507,-0.63002100739617
"CHIGWELL -> CHIGWELL, ESSEX (100 / 4.2mi)",51.66,0.16,51.6244851165783,0.080394683602309
"CHILCOMPTON -> CHILCOMPTON, SOMERSET (100 / 3.1mi)",51.3,-2.56,51.2697625375759,-2.50736403273429
"CHILHAM -> CHILHAM, KENT (100 / 2.9mi)",51.23,0.9,51.2445486601336,0.962808928773997
"CHILMARK -> CHILMARK, WILTSHIRE (100 / 4.5mi)",51.16,-2.05,51.0944127171592,-2.0443529292814
"CHILTON -> CHILTON, BERKSHIRE (100 / 4.2mi)",51.6,-1.21,51.5703134257214,-1.29497469350874
"CHINGFORD -> CHINGFORD, ESSEX (100 / 2.5mi)",51.63,0.06,51.6311933189323,0.001227439999654
"CHIPPENHAM -> CHIPPENHAM, CAMBRIDGESHIRE (100 / 1.6mi)",52.3,0.4,52.3011821415239,0.438279467070225
"CHIPPING WARDEN -> CHIPPING WARDEN, NORTHAMPTONSHIRE (100 / 6.6mi)",52.2,-1.16,52.1347546058196,-1.27235649619938
"CHIRBURY -> CHIRBURY, SHROPSHIRE (100 / 2.5mi)",52.61,-3.06,52.579417237578,-3.09155005171621
"CHIRK -> CHIRK, DENBIGHSHIRE (100 / 7.5mi)",53.03,-2.98,52.9314008082345,-3.055587858947
"CHOLLERTON -> CHOLLERTON, NORTHUMBERLAND (100 / 43.5mi)",55.6,-1.6,55.0417257487675,-2.10938344427945
"CHURCH GRESLEY -> CHURCH GRESLEY, DERBYSHIRE (100 / 4.5mi)",52.81,-1.5,52.7598045395173,-1.56685640621516
"CHURCH STRETTON -> CHURCH STRETTON, SHROPSHIRE (100 / 1.9mi)",52.56,-2.78,52.5384842782083,-2.80798900180524
"CIRENCESTER -> CIRENCESTER, GLOUCESTERSHIRE (100 / 3.8mi)",51.73,-1.88,51.7171329283263,-1.96739099413584
"CLAPHAM -> CLAPHAM, SURREY (100 / 3.7mi)",51.5,-0.08,51.4624983533808,-0.142030226070526
"CLAPHAM -> CLAPHAM, YORKSHIRE WEST RIDING (100 / 12.5mi)",54.18,-2.1,54.1202651654904,-2.39039269170293
"CLARE -> CLARE, SUFFOLK (100 / 3.1mi)",52.11,0.53,52.0782598624905,0.581305468440572
"CLAVERDON -> CLAVERDON, WARWICKSHIRE (100 / 8mi)",52.35,-1.56,52.2789998791479,-1.71073985534171
"CLAVERING -> CLAVERING, ESSEX (100 / 1.1mi)",51.98,0.15,51.9653437519042,0.139392931072765
"CLAYTON -> CLAYTON, YORKSHIRE WEST RIDING (100 / 11.6mi)",53.85,-1.56,53.7838283097011,-1.82139709016
"CLENT -> CLENT, STAFFORDSHIRE (100 / 6.7mi)",52.45,-1.96,52.4121166793007,-2.1064626265292
"CLEVEDON -> CLEVEDON, SOMERSET (100 / 3.3mi)",51.46,-2.93,51.441215802786,-2.85847447185878
"COBHAM -> COBHAM, SURREY (100 / 5mi)",51.36,-0.31,51.326007201221,-0.411363376128032
"COCKERMOUTH -> COCKERMOUTH, CUMBERLAND (100 / 15.4mi)",54.78,-3.03,54.6641379234496,-3.36115715190972
"CODDENHAM -> CODDENHAM, SUFFOLK (100 / 5.9mi)",52.23,1.11,52.1445598547263,1.11553756955732
"COLCHESTER -> COLCHESTER, ESSEX (100 / 4.9mi)",51.96,0.91,51.889885773159,0.896723721065062
"COLESHILL -> COLESHILL, WARWICKSHIRE (100 / 4.7mi)",52.56,-1.66,52.498991329248,-1.7068319006364
"COLLIERS END -> COLLIERS END, HERTFORDSHIRE (100 / 2.3mi)",51.9,0,51.8679088035129,-0.010111230416246
"COMPTON -> COMPTON, HAMPSHIRE (100 / 3.6mi)",51.08,-1.33,51.0282760394521,-1.3340625503846
"CONDOVER -> CONDOVER, SHROPSHIRE (100 / 2.4mi)",52.68,-2.73,52.6474212840162,-2.74830101443171
"CONGLETON -> CONGLETON, CHESHIRE (100 / 6.5mi)",53.23,-2.1,53.163421299598,-2.21083672645058
"CONINGTON -> CONINGTON, HUNTINGDONSHIRE (100 / 2.4mi)",52.43,-0.23,52.4583021784773,-0.264193029095858
"COOKHAM -> COOKHAM, BERKSHIRE (100 / 13.5mi)",51.41,-0.51,51.5613759263563,-0.707307863501982
"COOKLEY -> COOKLEY, SUFFOLK (100 / 9.6mi)",52.46,1.51,52.3259117546857,1.44655606590351
"COPDOCK -> COPDOCK, SUFFOLK (100 / 5.4mi)",52.11,1.1,52.0316508322403,1.08955226088376
"COPLE -> COPLE, BEDFORDSHIRE (100 / 2.6mi)",52.16,-0.38,52.1235454841678,-0.389925979594507
"CORBY -> CORBY, LINCOLNSHIRE (100 / 6.3mi)",52.85,-0.38,52.8133814904245,-0.51917844351542
"CORWEN -> CORWEN, MERIONETHSHIRE (100 / 9.1mi)",53.06,-3.2,52.9807084586791,-3.37333420540008
"COSBY -> COSBY, LEICESTERSHIRE (100 / 6.4mi)",52.61,-1.08,52.5488297827048,-1.19331708498951
"COSHAM -> COSHAM, HAMPSHIRE (100 / 1.2mi)",50.86,-1.05,50.8467723447846,-1.06663514325683
"COTTINGHAM -> COTTINGHAM, NORTHAMPTONSHIRE (100 / 4.6mi)",52.55,-0.68,52.5008604705356,-0.75496628679925
"COTTINGHAM -> COTTINGHAM, YORKSHIRE EAST RIDING (100 / 9.3mi)",53.86,-0.23,53.7815221804178,-0.414444000545461
"COUGHTON -> COUGHTON, WARWICKSHIRE (100 / 9.3mi)",52.3,-1.68,52.243180475593,-1.87919278427969
"COVINGTON -> COVINGTON, HUNTINGDONSHIRE (100 / 1.1mi)",52.33,-0.43,52.3249480149601,-0.4542384605878
"COWLEY -> COWLEY, MIDDLESEX (100 / 3.9mi)",51.56,-0.4,51.5273806596451,-0.473450639246191
"CRANBROOK -> CRANBROOK, KENT (100 / 1mi)",51.11,0.53,51.0966574695482,0.535772799329474
"CRANFIELD -> CRANFIELD, BEDFORDSHIRE (100 / 3.5mi)",52.11,-0.56,52.0679658978699,-0.607077466534863
"CRANFORD -> CRANFORD, MIDDLESEX (100 / 5.2mi)",51.53,-0.31,51.4918431793107,-0.414640034817772
"CRANFORD -> CRANFORD, NORTHAMPTONSHIRE (100 / 2.4mi)",52.41,-0.6,52.3840341976672,-0.639031889299216
"CRATFIELD -> CRATFIELD, SUFFOLK (100 / 9.6mi)",52.46,1.43,52.3227410164961,1.39393678830746
"CRAWLEY -> CRAWLEY, SUSSEX (100 / 3mi)",51.15,-0.15,51.1141127910962,-0.18887129656519
"CRAYFORD -> CRAYFORD, KENT (100 / 3.6mi)",51.5,0.21,51.4527851052513,0.176960528506202
"CRICH -> CRICH, DERBYSHIRE (100 / 7.1mi)",53.16,-1.36,53.0863510258279,-1.47884656013523
"CROFT -> CROFT, LEICESTERSHIRE (100 / 6.4mi)",52.63,-1.15,52.5594854644313,-1.24836365815629
"CROFT -> CROFT, YORKSHIRE NORTH RIDING (100 / 14mi)",54.51,-1.21,54.4831538133712,-1.55578404624889
"CROMER -> CROMER, NORFOLK (100 / 6.2mi)",53.01,1.23,52.9316104262696,1.3005609732929
"CROMFORD -> CROMFORD, DERBYSHIRE (100 / 7.3mi)",53.18,-1.43,53.1088263861797,-1.56046571433261
"CROMPTON -> CROMPTON, LANCASHIRE (100 / 6.6mi)",53.63,-1.96,53.5767126588585,-2.09468193483149
"CROPREDY -> CROPREDY, OXFORDSHIRE (100 / 4.7mi)",52.18,-1.28,52.1163577385886,-1.31647287968445
"CROSBY RAVENSWORTH -> CROSBY RAVENSWORTH, WESTMORLAND (100 / 16.7mi)",54.63,-2.21,54.5274359979983,-2.58645666650535
"CROWHURST -> CROWHURST, SURREY (100 / 1.4mi)",51.23,-0.01,51.2093856039401,-0.010570027852336
"CROWLAND -> CROWLAND, LINCOLNSHIRE (100 / 5.2mi)",52.7,-0.05,52.675746824416,-0.168414882906649
"CROWLE -> CROWLE, LINCOLNSHIRE (100 / 10.4mi)",53.68,-0.61,53.6069710106709,-0.833431761449995
"CROXTON -> CROXTON, CAMBRIDGESHIRE (100 / 1mi)",52.23,-0.18,52.2170339087313,-0.16826993018088
"CROYDON -> CROYDON, SURREY (100 / 4.3mi)",51.43,-0.06,51.3728865395585,-0.100361070379763
"CUBLINGTON -> CUBLINGTON, BUCKINGHAMSHIRE (100 / 3.3mi)",51.91,-0.71,51.8920775892922,-0.782545179143794
"CUCKFIELD -> CUCKFIELD, SUSSEX (100 / 3mi)",51.05,-0.13,51.0065450455197,-0.142070424290355
"CUDWORTH -> CUDWORTH, YORKSHIRE WEST RIDING (100 / 7.5mi)",53.53,-1.25,53.5785340493711,-1.41395086387964
"CULFORD -> CULFORD, SUFFOLK (100 / 2.7mi)",52.33,0.73,52.3002165390667,0.687438283042659
"CULWORTH -> CULWORTH, NORTHAMPTONSHIRE (100 / 4.4mi)",52.16,-1.13,52.1186377168755,-1.20867744206426
"DAGENHAM -> DAGENHAM, ESSEX (100 / 3mi)",51.56,0.21,51.5560547689375,0.1401396914144
"DALHAM -> DALHAM, SUFFOLK (100 / 1mi)",52.23,0.5,52.2342108805078,0.523627282857958
"DALSTON -> DALSTON, CUMBERLAND (100 / 19mi)",54.93,-2.53,54.8422893072429,-2.98340438545685
"DALTON -> DALTON, YORKSHIRE WEST RIDING (100 / 5.4mi)",53.45,-1.18,53.438463892793,-1.3103498392977
"DARLEY -> DARLEY, DERBYSHIRE (100 / 7.8mi)",53.23,-1.45,53.1633331024165,-1.60246290757995
"DARLINGTON -> DARLINGTON, DURHAM (100 / 15.2mi)",54.56,-1.18,54.5245136952961,-1.55446931096073
"DARSHAM -> DARSHAM, SUFFOLK (100 / 10.9mi)",52.43,1.58,52.2741075566908,1.54719410604905
"DARTFORD -> DARTFORD, KENT (100 / 1.8mi)",51.46,0.25,51.4431371971065,0.219084758423231
"DARTON -> DARTON, YORKSHIRE WEST RIDING (100 / 7.7mi)",53.65,-1.38,53.584913989761,-1.53168360192592
"DAVENTRY -> DAVENTRY, NORTHAMPTONSHIRE (100 / 7.4mi)",52.33,-1.03,52.2584378858181,-1.16016224230432
"DAWLEY MAGNA -> DAWLEY MAGNA, SHROPSHIRE (100 / 66mi)",51.7,-2.4,52.6551252023216,-2.4638280175799
"DEBDEN -> DEBDEN, ESSEX (100 / 1.7mi)",52,0.26,51.9758941997959,0.256775151332273
"DEDDINGTON -> DEDDINGTON, OXFORDSHIRE (100 / 3.3mi)",52.01,-1.26,51.981486336868,-1.3213127747572
"DENIO -> DENIO, CARNARVONSHIRE (100 / 15mi)",53.1,-4.33,52.8896050465842,-4.41705666925075
"DENTON -> DENTON, LANCASHIRE (100 / 8.5mi)",53.53,-1.95,53.4555414329986,-2.11389955119805
"DENTON -> DENTON, NORTHAMPTONSHIRE (100 / 3.1mi)",52.25,-0.73,52.2137149415568,-0.774949351558235
"DENTON -> DENTON, OXFORDSHIRE (100 / 4.5mi)",51.76,-1.06,51.7186559555961,-1.14206227963326
"DESFORD -> DESFORD, LEICESTERSHIRE (100 / 6.4mi)",52.7,-1.2,52.6268962924282,-1.29433803213288
"DEVIZES -> DEVIZES, WILTSHIRE (100 / 0.9mi)",51.36,-1.98,51.3526127802462,-1.99579827814945
"DIGSWELL -> DIGSWELL, HERTFORDSHIRE (100 / 3.9mi)",51.85,-0.13,51.8185955971918,-0.20516286833332
"DINGLEY -> DINGLEY, NORTHAMPTONSHIRE (100 / 5.6mi)",52.53,-0.76,52.4817876023326,-0.868228782545614
"DISLEY -> DISLEY, CHESHIRE (100 / 7.6mi)",53.43,-1.9,53.3575060968745,-2.03932507540219
"DISTINGTON -> DISTINGTON, CUMBERLAND (100 / 16.3mi)",54.75,-3.23,54.5977401956213,-3.54274372115198
"DOCKING -> DOCKING, NORFOLK (100 / 7.2mi)",53,0.68,52.9012545695679,0.623153151855743
"DOCKLOW -> DOCKLOW, HEREFORDSHIRE (100 / 3.5mi)",52.23,-2.56,52.2141642190872,-2.63931733471376
"DODDINGHURST -> DODDINGHURST, ESSEX (100 / 3mi)",51.71,0.31,51.6673173126313,0.296619629626935
"DODDINGTON -> DODDINGTON, CAMBRIDGESHIRE (100 / 2.3mi)",52.48,0.11,52.4949727389961,0.061058527508227
"DODFORD -> DODFORD, NORTHAMPTONSHIRE (100 / 6.3mi)",52.31,-1.01,52.239710876214,-1.10448122710781
"DODWORTH -> DODWORTH, YORKSHIRE WEST RIDING (100 / 10.3mi)",53.6,-1.3,53.5408473801878,-1.53019143077813
"DONCASTER -> DONCASTER, YORKSHIRE WEST RIDING (100 / 9.2mi)",53.58,-0.93,53.5245692594858,-1.1328120631388
"DORCHESTER -> DORCHESTER, DORSET (100 / 5.8mi)",50.76,-2.55,50.7155410251469,-2.43690234137416
"DOVER -> DOVER, KENT (100 / 3.9mi)",51.08,1.26,51.1250225820039,1.31349263818871
"DOWNTON -> DOWNTON, WILTSHIRE (100 / 3.2mi)",51.03,-1.7,50.9926803740217,-1.74329528627439
"DRAYTON BEAUCHAMP -> DRAYTON BEAUCHAMP, BUCKINGHAMSHIRE (100 / 2.8mi)",51.81,-0.63,51.7983498779544,-0.693962067648196
"DROITWICH -> DROITWICH, WORCESTERSHIRE (100 / 6.3mi)",52.28,-2,52.2685060772554,-2.14859759583455
"DRONFIELD -> DRONFIELD, DERBYSHIRE (100 / 7.6mi)",53.35,-1.31,53.3021157450356,-1.47539210695555
"DROXFORD -> DROXFORD, HAMPSHIRE (100 / 1.8mi)",50.98,-1.11,50.9601178993224,-1.13598995101227
"DUDLEY -> DUDLEY, WORCESTERSHIRE (100 / 4.4mi)",52.55,-2,52.510673598439,-2.08204203136575
"DULLINGHAM -> DULLINGHAM, CAMBRIDGESHIRE (100 / 2.6mi)",52.21,0.33,52.1933872131615,0.385626006057063
"DULVERTON -> DULVERTON, SOMERSET (100 / 4.9mi)",51.06,-3.66,51.0399842162564,-3.55091805245213
"DULWICH -> DULWICH, SURREY (100 / 3.4mi)",51.48,-0.01,51.4735116679797,-0.088494198748372
"DUNCHURCH -> DUNCHURCH, WARWICKSHIRE (100 / 6.8mi)",52.41,-1.18,52.3370537802958,-1.28997447227332
"DUNSTER -> DUNSTER, SOMERSET (100 / 2.6mi)",51.2,-3.5,51.1847831534418,-3.44428651915184
"DUNWICH -> DUNWICH, SUFFOLK (100 / 10.7mi)",52.43,1.68,52.2775168302601,1.63089452688789
"DUXFORD -> DUXFORD, CAMBRIDGESHIRE (100 / 2.8mi)",52.11,0.1,52.0923923235926,0.159847354297295
"EARLEY -> EARLEY, BERKSHIRE (100 / 71.4mi)",51.46,0.73,51.4435108673853,-0.928934209860645
"EASINGTON -> EASINGTON, BUCKINGHAMSHIRE (100 / 3.3mi)",51.8,-0.93,51.7869559761358,-1.00406609709888
"EASINGWOLD -> EASINGWOLD, YORKSHIRE NORTH RIDING (100 / 9.6mi)",54.15,-0.96,54.1218716712562,-1.19251392196907
"EASTRY -> EASTRY, KENT (100 / 2.1mi)",51.25,1.26,51.2445411249878,1.30783644382696
"EASTWICK -> EASTWICK, HERTFORDSHIRE (100 / 3.8mi)",51.83,0.13,51.785152931572,0.077658764907955
"EATON SOCON -> EATON SOCON, BEDFORDSHIRE (100 / 1.4mi)",52.23,-0.31,52.2156256568959,-0.28827570215173
"EBRINGTON -> EBRINGTON, GLOUCESTERSHIRE (100 / 5.7mi)",52.06,-1.6,52.0580343775635,-1.73344098800292
"EDENSOR -> EDENSOR, DERBYSHIRE (100 / 7.8mi)",53.28,-1.46,53.2255839731734,-1.62598197558319
"EDLESBOROUGH -> EDLESBOROUGH, BUCKINGHAMSHIRE (100 / 19.8mi)",51.55,-0.53,51.8363793248895,-0.562108522945438
"EDMONTON -> EDMONTON, MIDDLESEX (100 / 3.4mi)",51.65,0.01,51.6253178167223,-0.059582835147635
"EFFINGHAM -> EFFINGHAM, SURREY (100 / 4.7mi)",51.31,-0.31,51.2711618885026,-0.398305162009305
"EGERTON -> EGERTON, KENT (100 / 1.3mi)",51.2,0.7,51.1953520006018,0.729610905987353
"EGREMONT -> EGREMONT, CUMBERLAND (100 / 15.7mi)",54.65,-3.26,54.4837097736386,-3.52829037790009
"ELHAM -> ELHAM, KENT (100 / 2.7mi)",51.13,1.06,51.1521805232703,1.1118177576936
"ELING -> ELING, HAMPSHIRE (100 / 2.9mi)",50.95,-1.5,50.9104841294245,-1.47940485747858
"ELLESMERE -> ELLESMERE, SHROPSHIRE (100 / 7mi)",52.81,-2.85,52.9073871005586,-2.89344740196034
"ELLINGHAM -> ELLINGHAM, NORFOLK (100 / 9.4mi)",52.61,1.48,52.4732535733412,1.48289762605545
"ELLINGTON -> ELLINGTON, HUNTINGDONSHIRE (100 / 0.1mi)",52.33,-0.3,52.3318815094007,-0.29864506887815
"ELSENHAM -> ELSENHAM, ESSEX (100 / 71.8mi)",52.95,0.26,51.9105089438229,0.24078765750065
"ELSTOW -> ELSTOW, BEDFORDSHIRE (100 / 6.6mi)",52.16,-0.33,52.1166190698608,-0.468651210806002
"ELSTREE -> ELSTREE, HERTFORDSHIRE (100 / 4.5mi)",51.68,-0.21,51.6449998105021,-0.297562859895275
"ELSWORTH -> ELSWORTH, CAMBRIDGESHIRE (100 / 2.6mi)",52.25,-0.13,52.2545957029962,-0.069730202326141
"ELTHAM -> ELTHAM, KENT (100 / 1.9mi)",51.46,0.1,51.4503416911103,0.057934455338342
"ELTISLEY -> ELTISLEY, CAMBRIDGESHIRE (100 / 0.7mi)",52.23,-0.15,52.2206467039726,-0.144550335378487
"EMBLETON -> EMBLETON, NORTHUMBERLAND (100 / 23mi)",55.51,-1.05,55.4956214026196,-1.63643603678558
"EMSWORTH -> EMSWORTH, HAMPSHIRE (100 / 3.4mi)",50.83,-1.01,50.8464412221914,-0.936486149628028
"ENDERBY -> ENDERBY, LEICESTERSHIRE (100 / 7.2mi)",52.66,-1.08,52.5900219775199,-1.20797292309597
"ENFIELD -> ENFIELD, MIDDLESEX (100 / 4.4mi)",51.68,0.01,51.6523745221186,-0.082437767634476
"EPPING -> EPPING, ESSEX (100 / 4.6mi)",51.75,0.18,51.699109305034,0.111374876067699
"EPSOM -> EPSOM, SURREY (100 / 5.5mi)",51.4,-0.2,51.3332373043768,-0.267432781720888
"EPWORTH -> EPWORTH, LINCOLNSHIRE (100 / 9.4mi)",53.6,-0.63,53.5249249844009,-0.820133569458237
"ERITH -> ERITH, KENT (100 / 2.4mi)",51.51,0.21,51.4805936574424,0.181194411416387
"ESHER -> ESHER, SURREY (100 / 3.2mi)",51.4,-0.31,51.3692479008643,-0.364476089657673
"ESTON -> ESTON, YORKSHIRE NORTH RIDING (100 / 12.7mi)",54.58,-0.83,54.5598120243699,-1.1459123450887
"EVERSHOT -> EVERSHOT, DORSET (100 / 4.9mi)",50.9,-2.66,50.8385480799,-2.6055507163211
"EVERSLEY -> EVERSLEY, HAMPSHIRE (100 / 6mi)",51.35,-0.75,51.3529183703048,-0.888584092787661
"EVESHAM -> EVESHAM, WORCESTERSHIRE (100 / 5.9mi)",52.08,-1.81,52.0924270580584,-1.9473440620361
"EWENNY -> EWENNY, GLAMORGANSHIRE (100 / 8.3mi)",51.56,-3.73,51.4847762504763,-3.58020157870014
"EYAM -> EYAM, DERBYSHIRE (100 / 8.2mi)",53.35,-1.51,53.2842988146439,-1.67486839516246
"EYE -> EYE, SUFFOLK (100 / 7.5mi)",52.41,1.25,52.3211789214698,1.14610265327527
"EYNESBURY -> EYNESBURY, HUNTINGDONSHIRE (100 / 3mi)",52.25,-0.3,52.2154632220171,-0.258126969555147
"FAIRFORD -> FAIRFORD, GLOUCESTERSHIRE (100 / 3.5mi)",51.71,-1.7,51.7078068806103,-1.78125631143965
"FAKENHAM -> FAKENHAM, NORFOLK (100 / 4.9mi)",52.9,0.86,52.8301177247686,0.847878083843152
"FARINGDON -> FARINGDON, BERKSHIRE (100 / 5.5mi)",51.68,-1.46,51.658212867466,-1.58398158028016
"FARNBOROUGH -> FARNBOROUGH, HAMPSHIRE (100 / 4.5mi)",51.31,-0.65,51.2925400492112,-0.749681000684984
"FARNBOROUGH -> FARNBOROUGH, KENT (100 / 1.9mi)",51.38,0.1,51.3578569186716,0.072270560058262
"FARNBOROUGH -> FARNBOROUGH, WARWICKSHIRE (100 / 5.4mi)",52.2,-1.28,52.1427573271776,-1.36750369275663
"FARNHAM -> FARNHAM, SUFFOLK (100 / 11.4mi)",52.35,1.5,52.1873511796129,1.45484536359337
"FARNHAM -> FARNHAM, SURREY (100 / 4.9mi)",51.25,-0.7,51.2149535100007,-0.798956522562106
"FARNWORTH -> FARNWORTH, LANCASHIRE (100 / 10.6mi)",53.5,-2.56,53.3843995545193,-2.72753428952804
"FARSLEY -> FARSLEY, YORKSHIRE WEST RIDING (100 / 12.7mi)",53.88,-1.38,53.8148418829607,-1.67049723201972
"FECKENHAM -> FECKENHAM, WORCESTERSHIRE (100 / 8.2mi)",52.3,-1.81,52.2530197350359,-1.98806748375438
"FELKIRK -> FELKIRK, YORKSHIRE WEST RIDING (100 / 10.3mi)",53.66,-1.18,53.6086226926627,-1.41670702198641
"FELPHAM -> FELPHAM, SUSSEX (100 / 1.3mi)",50.81,-0.65,50.7907297901116,-0.654469770472566
"FELSTED -> FELSTED, ESSEX (100 / 3.1mi)",51.9,0.45,51.8568961913418,0.433091152609309
"FELTHAM -> FELTHAM, MIDDLESEX (100 / 3.7mi)",51.46,-0.33,51.4439668520689,-0.411133604235102
"FELTON -> FELTON, NORTHUMBERLAND (100 / 22.1mi)",55.35,-1.16,55.295551498786,-1.7147654151846
"FEN DITTON -> FEN DITTON, CAMBRIDGESHIRE (100 / 67.1mi)",51.25,0.15,52.2215747951811,0.169097813334396
"FERRY HILL -> FERRY HILL, DURHAM (100 / 14.2mi)",54.71,-1.2,54.6895756009435,-1.5548255109882
"FILTON -> FILTON, GLOUCESTERSHIRE (100 / 3.6mi)",51.53,-2.65,51.5103049892026,-2.5733632396362
"FINCHINGFIELD -> FINCHINGFIELD, ESSEX (100 / 2.9mi)",52,0.41,51.9681600845508,0.453251959151713
"FINDON -> FINDON, SUSSEX (100 / 4.5mi)",50.93,-0.4,50.8649893818421,-0.414894738881237
"FINSTOCK -> FINSTOCK, OXFORDSHIRE (100 / 19.2mi)",52.1,-1.3,51.8459491287515,-1.48025123225953
"FISHLAKE -> FISHLAKE, YORKSHIRE WEST RIDING (100 / 10.1mi)",53.66,-0.78,53.6108425412971,-1.01093086247251
